record_date,machine_id,machine_name,page_status,detail_link_count,unique_detail_links,parsed_rows,duplicate_link_count
2026-08-11,497,Ｐ北斗の拳強敵ＳＳＰＡ,ok,1,1,1,0
2026-08-11,97,Ｐ大海物語４スペシャルＳＣＡ,ok,1,1,1,0
2026-08-11,403,Ｐ大海物語５ＨＣＬ,ok,1,1,1,0
2026-08-11,1560,Ｐ大海物語５ＭＴＥ２,ok,6,6,6,0
2026-08-11,993,Ｐ弾球黙示録カイジ沼５Ｖ１Ｕ,ok,1,1,1,0
2026-08-11,730,Ｐ弾球黙示録カイジ沼５Ｖ２Ａ,ok,1,1,1,0
2026-08-11,1620,Ｐ戦国乙女７Ｈ０ＹＺ３,ok,2,2,2,0
2026-08-11,1469,Ｐ戦国乙女７Ｌ０ＹＵ１,ok,1,1,1,0
2026-08-11,1568,Ｐ戦国無双Ｎ,ok,1,1,1,0
2026-08-11,104,Ｐ新世紀エヴァンゲリオン１５ 未来への咆哮,ok,4,4,4,0
2026-08-11,452,Ｐ新世紀エヴァンゲリオン１５未来への咆哮Ｙ,ok,1,1,1,0
2026-08-11,1623,Ｐ沖ドキ！ＬＧ,ok,1,1,1,0
2026-08-11,1707,Ｐ織田信奈の野望全国版Ｖ４Ａ,ok,1,1,1,0
2026-08-11,845,Ｐ花の慶次~裂Ｎ２－ＶＣ,ok,1,1,1,0
2026-08-11,1423,Ｐ閃乱カグラＬＴＮ－ＦＳ,ok,1,1,1,0
2026-08-11,1631,Ｐ魔法少女まどか☆マギカ３ＬＭ３,ok,1,1,1,0
2026-08-11,1607,Ｐ魔法少女まどか☆マギカ３ＭＡＪ１,ok,1,1,1,0
2026-08-11,1431,Ｐ黄門ちゃま９ＡＤ２,ok,1,1,1,0
2026-08-11,1294,Ｐ／Ｒｅ：ゼロ鬼がかりｖｅｒ／Ａ０３,ok,1,1,1,0
2026-08-11,1632,Ｐ／Ｒｅ：ゼロ鬼がかりｖｅｒ／Ｌ０７,ok,1,1,1,0
2026-08-11,710,ＰＡわんわんセレブレーションＡＧＢＤ,ok,1,1,1,0
2026-08-11,1196,ＰＡアズールレーンＴＨＥ ＡＮＩＭＡＴＩＯＮ７９Ｖｅｒ,ok,1,1,1,0
2026-08-11,1195,ＰＡシン・エヴァンゲリオンＹ,ok,1,1,1,0
2026-08-11,1612,ＰＡスーパー海物語ＩＮ沖縄６ＲＢＤ,ok,3,3,3,0
2026-08-11,1356,ＰＡフィーバーからくりサーカス２ＹＦ,ok,1,1,1,0
2026-08-11,1567,ＰＡフィーバークィーンⅡＹＳ,ok,1,1,1,0
2026-08-11,495,ＰＡフィーバーパワフルＲ,ok,1,1,1,0
2026-08-11,1170,ＰＡフィーバー戦姫絶唱シンフォギア４ＡＲ,ok,1,1,1,0
2026-08-11,1430,ＰＡ乗物娘２Ｎ,ok,1,1,1,0
2026-08-11,102,ＰＡ大海物語５ＡＲＢＣ,ok,5,5,5,0
2026-08-11,904,ＰＡ大海物語５ＨＬＤ,ok,4,4,4,0
2026-08-11,1355,ＰＡ海物語極ジャパンＨＢＤ,ok,2,2,2,0
2026-08-11,1608,ＰＡ花の慶次~傾奇一転Ｎ,ok,1,1,1,0
2026-08-11,1359,ＰＡ野生の王国６Ｎ２,ok,1,1,1,0
2026-08-11,1341,ＰＡＣＹＢＯＲＧ００９Ｎ２－Ｋ,ok,1,1,1,0
2026-08-11,414,ＰＣＹＢＯＲＧ００９Ｓ３－Ｋ,ok,1,1,1,0
2026-08-11,1263,ＰＳＴＥＩＮＳ；ＧＡＴＥ０Ｎ３,ok,1,1,1,0
2026-08-11,1624,ｅ Ｒｅ：ゼロｓｅａｓｏｎ２Ｍ１３,ok,1,1,1,0
2026-08-11,1625,ｅとある科学の超電磁砲 ＬＴＲＳＹ,ok,1,1,1,0
2026-08-11,1705,ｅとある魔術の禁書目録 最狂ＲＲＡ,ok,2,2,2,0
2026-08-11,233,ｅぱちんこソードアート・オンラインＫ１２,ok,9,9,9,0
2026-08-11,1561,ｅひきこまり吸血姫の悶々ＦＨＶ,ok,5,5,5,0
2026-08-11,1742,ｅアクセル・ワールドＬＭ２,ok,1,1,1,0
2026-08-11,1565,ｅアズールレーンＴＨＥ ＡＮＩＭＡＴＩＯＮ２Ｋ６,ok,1,1,1,0
2026-08-11,1528,ｅエイティシックスＭＡＭ２,ok,1,1,1,0
2026-08-11,1739,ｅエデンズゼロＡＩＮ,ok,4,4,4,0
2026-08-11,1562,ｅカケグルイ~生か死か~ＬＴＴ－ＫＲ,ok,3,3,3,0
2026-08-11,1564,ｅギンパラＶＩＶＡＦＥＳＴＡＨＴＡ２,ok,1,1,1,0
2026-08-11,1737,ｅソードアート・オンライン アリシゼーションＹＫＪ１１,ok,10,10,10,0
2026-08-11,818,ｅソードアート・オンライン~閃光の軌跡~Ｋ７,ok,9,9,9,0
2026-08-11,1743,ｅハイスクールオブザデッド３Ｖ１Ａ,ok,1,1,1,0
2026-08-11,1580,ｅバイオハザード６ＡＰＮ,ok,2,2,2,0
2026-08-11,1424,ｅバキ２ＬＢＭ４,ok,1,1,1,0
2026-08-11,1746,ｅフィーバーもののがたりＦ,ok,1,1,1,0
2026-08-11,1527,ｅフィーバーキン肉マン,ok,4,4,4,0
2026-08-11,1466,ｅフィーバーダンベル何キロ持てる２Ｆ,ok,1,1,1,0
2026-08-11,1615,ｅフィーバーデッドマウント・デスプレイＴ,ok,2,2,2,0
2026-08-11,1744,ｅフィーバーブルーロックＭＺ,ok,1,1,1,0
2026-08-11,1738,ｅフィーバー機動戦士ガンダムＳＥＥＤ２ｂＦ,ok,13,13,13,0
2026-08-11,1711,ｅフィーバー炎炎ノ消防隊２ＭＳ,ok,1,1,1,0
2026-08-11,1616,ｅメイヒテンセイＣＭＰ,ok,1,1,1,0
2026-08-11,1563,ｅライザのアトリエＫ３,ok,1,1,1,0
2026-08-11,1503,ｅリコリス・リコイルＭ３,ok,5,5,5,0
2026-08-11,1529,ｅリング 最恐領域ＲＨＡ,ok,1,1,1,0
2026-08-11,1740,ｅ七つの大罪３ＧＦＥＡ,ok,2,2,2,0
2026-08-11,1611,ｅ化物語２ＧＳＥＤ,ok,1,1,1,0
2026-08-11,1353,ｅ北斗の拳１１暴凶星ＳＨＥＦ,ok,4,4,4,0
2026-08-11,1357,ｅ地獄少女７５００Ｖｅｒ．ＲＨＺ,ok,1,1,1,0
2026-08-11,1188,ｅ女神のカフェテラスＪＬＺ,ok,5,5,5,0
2026-08-11,1702,ｅ必殺仕事人ⅥＭ２,ok,3,3,3,0
2026-08-11,1397,ｅ新世紀エヴァンゲリオン１７,ok,7,7,7,0
2026-08-11,1704,ｅ東京リベンジャーズ聖夜決戦編ＥＲＥＣ,ok,3,3,3,0
2026-08-11,1614,ｅ東京喰種ＭＷ,ok,6,6,6,0
2026-08-11,956,ｅ東京喰種Ｗ,ok,24,24,24,0
2026-08-11,1700,ｅ無職転生~異世界行ったら本気だす,ok,5,5,5,0
2026-08-11,1165,ｅ牙狼１２ＸＸ－ＭＪ,ok,13,13,13,0
2026-08-11,1710,ｅ甲鉄城のカバネリ２ＧＦＥＡ,ok,1,1,1,0
2026-08-11,1747,ｅ真・一騎当千~軍神覚醒~ＡＭ－ＴＳ,ok,1,1,1,0
2026-08-11,1703,ｅ結城友奈は勇者であるＭＰ,ok,3,3,3,0
2026-08-11,1701,ｅ虚構推理ＭＨＪＴ,ok,3,3,3,0
2026-08-11,1505,ｅ転生したらスライムだった件２ＭＦ,ok,1,1,1,0
2026-08-11,1745,ｅ魔法少女まどか☆マギカ３ＬＰＭ１,ok,1,1,1,0
2026-08-11,1706,ｅ魔法少女リリカルなのはＨＴＥＺ２,ok,1,1,1,0
2026-08-11,1168,ｅ黄門ちゃま９ＨＣ３,ok,1,1,1,0
2026-08-11,1617,ｅ／ガンゲイル・オンライン／Ｍ０８,ok,1,1,1,0
2026-08-11,1779,ｅ／押忍番長漢の頂／Ａ０３,ok,2,2,2,0
2026-08-11,1712,ｅ／押忍番長漢の頂／Ｌ０９,ok,1,1,1,0
2026-08-12,1233,eガールズ＆パンツァー3LAH1,ok,1,1,1,0
2026-08-12,866,シン・エヴァンゲリオン １２９ ＬＴ ｖｅｒ．,ok,1,1,1,0
2026-08-12,1619,Ｐ ＦＡＩＲＹ ＴＡＩＬ 超一夜Ｖｅｒ．ＦＱＹ,ok,1,1,1,0
2026-08-12,1470,Ｐ Ｒｅ：ゼロから始めるｓｅａｓｏｎ２ Ａ１０,ok,1,1,1,0
2026-08-12,1622,Ｐうまい棒２Ｖ３,ok,1,1,1,0
2026-08-12,1490,Ｐえとたま２ＳＥ,ok,1,1,1,0
2026-08-12,714,Ｐとある科学の超電磁砲ＦＳＢ－Ｖ,ok,1,1,1,0
2026-08-12,764,Ｐとある魔術の禁書目録２ＪＭＺ,ok,1,1,1,0
2026-08-12,1508,Ｐにゃんこ大戦争 らいとばーじょん,ok,1,1,1,0
2026-08-12,1621,ＰウルトラマンメビウスＭ４,ok,1,1,1,0
2026-08-12,1414,Ｐゴジラ対エヴァンゲリオン２ＬＶ,ok,1,1,1,0
2026-08-12,1635,Ｐシン・エヴァンゲリオンＸ,ok,1,1,1,0
2026-08-12,1229,Ｐスーパー海物語ＩＮ沖縄６ＬＴＰ,ok,28,28,28,0
2026-08-12,1009,Ｐデジハネ北斗の拳慈母ＳＳＰＣ,ok,1,1,1,0
2026-08-12,1610,ＰハネモノファミリースタジアムＭＤ,ok,1,1,1,0
2026-08-12,538,ＰバイオハザードＲＥ２Ｌ９ＹＺ４,ok,1,1,1,0
2026-08-12,1609,ＰファインプレーＨ３,ok,1,1,1,0
2026-08-12,1630,ＰフィーバーうたわれるものＺ,ok,1,1,1,0
2026-08-12,1780,ＰフィーバーブルーロックＹ,ok,2,2,2,0
2026-08-12,127,Ｐフィーバー戦姫絶唱シンフォギア 黄金絶唱Ｎ,ok,1,1,1,0
2026-08-12,1005,Ｐフィーバー機動戦士ガンダムユニコーン２,ok,1,1,1,0
2026-08-12,562,Ｐフィーバー炎炎ノ消防隊ＹＲ,ok,1,1,1,0
2026-08-12,1343,Ｐラブ嬢３Ｌ２ＹＲ３,ok,1,1,1,0
2026-08-12,1227,Ｐルパン三世１４Ｌ０ＹＵ１,ok,1,1,1,0
2026-08-12,711,Ｐ中森明菜・歌姫伝説愛ＫＤ－ＮＳ,ok,1,1,1,0
2026-08-12,497,Ｐ北斗の拳強敵ＳＳＰＡ,ok,1,1,1,0
2026-08-12,97,Ｐ大海物語４スペシャルＳＣＡ,ok,1,1,1,0
2026-08-12,403,Ｐ大海物語５ＨＣＬ,ok,1,1,1,0
2026-08-12,1560,Ｐ大海物語５ＭＴＥ２,ok,6,6,6,0
2026-08-12,993,Ｐ弾球黙示録カイジ沼５Ｖ１Ｕ,ok,1,1,1,0
2026-08-12,730,Ｐ弾球黙示録カイジ沼５Ｖ２Ａ,ok,1,1,1,0
2026-08-12,1620,Ｐ戦国乙女７Ｈ０ＹＺ３,ok,2,2,2,0
2026-08-12,1469,Ｐ戦国乙女７Ｌ０ＹＵ１,ok,1,1,1,0
2026-08-12,1568,Ｐ戦国無双Ｎ,ok,1,1,1,0
2026-08-12,104,Ｐ新世紀エヴァンゲリオン１５ 未来への咆哮,ok,4,4,4,0
2026-08-12,452,Ｐ新世紀エヴァンゲリオン１５未来への咆哮Ｙ,ok,1,1,1,0
2026-08-12,1623,Ｐ沖ドキ！ＬＧ,ok,1,1,1,0
2026-08-12,1707,Ｐ織田信奈の野望全国版Ｖ４Ａ,ok,1,1,1,0
2026-08-12,845,Ｐ花の慶次~裂Ｎ２－ＶＣ,ok,1,1,1,0
2026-08-12,1423,Ｐ閃乱カグラＬＴＮ－ＦＳ,ok,1,1,1,0
2026-08-12,1631,Ｐ魔法少女まどか☆マギカ３ＬＭ３,ok,1,1,1,0
2026-08-12,1607,Ｐ魔法少女まどか☆マギカ３ＭＡＪ１,ok,1,1,1,0
2026-08-12,1431,Ｐ黄門ちゃま９ＡＤ２,ok,1,1,1,0
2026-08-12,1294,Ｐ／Ｒｅ：ゼロ鬼がかりｖｅｒ／Ａ０３,ok,1,1,1,0
2026-08-12,1632,Ｐ／Ｒｅ：ゼロ鬼がかりｖｅｒ／Ｌ０７,ok,1,1,1,0
2026-08-12,710,ＰＡわんわんセレブレーションＡＧＢＤ,ok,1,1,1,0
2026-08-12,1196,ＰＡアズールレーンＴＨＥ ＡＮＩＭＡＴＩＯＮ７９Ｖｅｒ,ok,1,1,1,0
2026-08-12,1195,ＰＡシン・エヴァンゲリオンＹ,ok,1,1,1,0
2026-08-12,1612,ＰＡスーパー海物語ＩＮ沖縄６ＲＢＤ,ok,3,3,3,0
2026-08-12,1356,ＰＡフィーバーからくりサーカス２ＹＦ,ok,1,1,1,0
2026-08-12,1567,ＰＡフィーバークィーンⅡＹＳ,ok,1,1,1,0
2026-08-12,495,ＰＡフィーバーパワフルＲ,ok,1,1,1,0
2026-08-12,1170,ＰＡフィーバー戦姫絶唱シンフォギア４ＡＲ,ok,1,1,1,0
2026-08-12,1430,ＰＡ乗物娘２Ｎ,ok,1,1,1,0
2026-08-12,102,ＰＡ大海物語５ＡＲＢＣ,ok,5,5,5,0
2026-08-12,904,ＰＡ大海物語５ＨＬＤ,ok,4,4,4,0
2026-08-12,1355,ＰＡ海物語極ジャパンＨＢＤ,ok,2,2,2,0
2026-08-12,1608,ＰＡ花の慶次~傾奇一転Ｎ,ok,1,1,1,0
2026-08-12,1359,ＰＡ野生の王国６Ｎ２,ok,1,1,1,0
2026-08-12,1341,ＰＡＣＹＢＯＲＧ００９Ｎ２－Ｋ,ok,1,1,1,0
2026-08-12,414,ＰＣＹＢＯＲＧ００９Ｓ３－Ｋ,ok,1,1,1,0
2026-08-12,1263,ＰＳＴＥＩＮＳ；ＧＡＴＥ０Ｎ３,ok,1,1,1,0
2026-08-12,1624,ｅ Ｒｅ：ゼロｓｅａｓｏｎ２Ｍ１３,ok,1,1,1,0
2026-08-12,1625,ｅとある科学の超電磁砲 ＬＴＲＳＹ,ok,1,1,1,0
2026-08-12,1705,ｅとある魔術の禁書目録 最狂ＲＲＡ,ok,2,2,2,0
2026-08-12,233,ｅぱちんこソードアート・オンラインＫ１２,ok,9,9,9,0
2026-08-12,1561,ｅひきこまり吸血姫の悶々ＦＨＶ,ok,5,5,5,0
2026-08-12,1742,ｅアクセル・ワールドＬＭ２,ok,1,1,1,0
2026-08-12,1565,ｅアズールレーンＴＨＥ ＡＮＩＭＡＴＩＯＮ２Ｋ６,ok,1,1,1,0
2026-08-12,1528,ｅエイティシックスＭＡＭ２,ok,1,1,1,0
2026-08-12,1739,ｅエデンズゼロＡＩＮ,ok,4,4,4,0
2026-08-12,1562,ｅカケグルイ~生か死か~ＬＴＴ－ＫＲ,ok,3,3,3,0
2026-08-12,1564,ｅギンパラＶＩＶＡＦＥＳＴＡＨＴＡ２,ok,1,1,1,0
2026-08-12,1737,ｅソードアート・オンライン アリシゼーションＹＫＪ１１,ok,10,10,10,0
2026-08-12,818,ｅソードアート・オンライン~閃光の軌跡~Ｋ７,ok,9,9,9,0
2026-08-12,1743,ｅハイスクールオブザデッド３Ｖ１Ａ,ok,1,1,1,0
2026-08-12,1580,ｅバイオハザード６ＡＰＮ,ok,2,2,2,0
2026-08-12,1424,ｅバキ２ＬＢＭ４,ok,1,1,1,0
2026-08-12,1746,ｅフィーバーもののがたりＦ,ok,1,1,1,0
2026-08-12,1527,ｅフィーバーキン肉マン,ok,4,4,4,0
2026-08-12,1466,ｅフィーバーダンベル何キロ持てる２Ｆ,ok,1,1,1,0
2026-08-12,1615,ｅフィーバーデッドマウント・デスプレイＴ,ok,2,2,2,0
2026-08-12,1744,ｅフィーバーブルーロックＭＺ,ok,1,1,1,0
2026-08-12,1738,ｅフィーバー機動戦士ガンダムＳＥＥＤ２ｂＦ,ok,13,13,13,0
2026-08-12,1711,ｅフィーバー炎炎ノ消防隊２ＭＳ,ok,1,1,1,0
2026-08-12,1616,ｅメイヒテンセイＣＭＰ,ok,1,1,1,0
2026-08-12,1563,ｅライザのアトリエＫ３,ok,1,1,1,0
2026-08-12,1503,ｅリコリス・リコイルＭ３,ok,5,5,5,0
2026-08-12,1529,ｅリング 最恐領域ＲＨＡ,ok,1,1,1,0
2026-08-12,1740,ｅ七つの大罪３ＧＦＥＡ,ok,2,2,2,0
2026-08-12,1611,ｅ化物語２ＧＳＥＤ,ok,1,1,1,0
2026-08-12,1353,ｅ北斗の拳１１暴凶星ＳＨＥＦ,ok,4,4,4,0
2026-08-12,1357,ｅ地獄少女７５００Ｖｅｒ．ＲＨＺ,ok,1,1,1,0
2026-08-12,1188,ｅ女神のカフェテラスＪＬＺ,ok,5,5,5,0
2026-08-12,1702,ｅ必殺仕事人ⅥＭ２,ok,3,3,3,0
2026-08-12,1397,ｅ新世紀エヴァンゲリオン１７,ok,7,7,7,0
2026-08-12,1704,ｅ東京リベンジャーズ聖夜決戦編ＥＲＥＣ,ok,3,3,3,0
2026-08-12,1614,ｅ東京喰種ＭＷ,ok,6,6,6,0
2026-08-12,956,ｅ東京喰種Ｗ,ok,24,24,24,0
2026-08-12,1700,ｅ無職転生~異世界行ったら本気だす,ok,5,5,5,0
2026-08-12,1165,ｅ牙狼１２ＸＸ－ＭＪ,ok,13,13,13,0
2026-08-12,1710,ｅ甲鉄城のカバネリ２ＧＦＥＡ,ok,1,1,1,0
2026-08-12,1747,ｅ真・一騎当千~軍神覚醒~ＡＭ－ＴＳ,ok,1,1,1,0
2026-08-12,1703,ｅ結城友奈は勇者であるＭＰ,ok,3,3,3,0
2026-08-12,1701,ｅ虚構推理ＭＨＪＴ,ok,3,3,3,0
2026-08-12,1505,ｅ転生したらスライムだった件２ＭＦ,ok,1,1,1,0
2026-08-12,1745,ｅ魔法少女まどか☆マギカ３ＬＰＭ１,ok,1,1,1,0
2026-08-12,1706,ｅ魔法少女リリカルなのはＨＴＥＺ２,ok,1,1,1,0
2026-08-12,1168,ｅ黄門ちゃま９ＨＣ３,ok,1,1,1,0
2026-08-12,1617,ｅ／ガンゲイル・オンライン／Ｍ０８,ok,1,1,1,0
2026-08-12,1779,ｅ／押忍番長漢の頂／Ａ０３,ok,2,2,2,0
2026-08-12,1712,ｅ／押忍番長漢の頂／Ｌ０９,ok,1,1,1,0
2026-08-13,1233,eガールズ＆パンツァー3LAH1,ok,1,1,1,0
2026-08-13,866,シン・エヴァンゲリオン １２９ ＬＴ ｖｅｒ．,ok,1,1,1,0
2026-08-13,1619,Ｐ ＦＡＩＲＹ ＴＡＩＬ 超一夜Ｖｅｒ．ＦＱＹ,ok,1,1,1,0
2026-08-13,1470,Ｐ Ｒｅ：ゼロから始めるｓｅａｓｏｎ２ Ａ１０,ok,1,1,1,0
2026-08-13,1622,Ｐうまい棒２Ｖ３,ok,1,1,1,0
2026-08-13,1490,Ｐえとたま２ＳＥ,ok,1,1,1,0
2026-08-13,714,Ｐとある科学の超電磁砲ＦＳＢ－Ｖ,ok,1,1,1,0
2026-08-13,764,Ｐとある魔術の禁書目録２ＪＭＺ,ok,1,1,1,0
2026-08-13,1508,Ｐにゃんこ大戦争 らいとばーじょん,ok,1,1,1,0
2026-08-13,1621,ＰウルトラマンメビウスＭ４,ok,1,1,1,0
2026-08-13,1414,Ｐゴジラ対エヴァンゲリオン２ＬＶ,ok,1,1,1,0
2026-08-13,1635,Ｐシン・エヴァンゲリオンＸ,ok,1,1,1,0
2026-08-13,1229,Ｐスーパー海物語ＩＮ沖縄６ＬＴＰ,ok,28,28,28,0
2026-08-13,1009,Ｐデジハネ北斗の拳慈母ＳＳＰＣ,ok,1,1,1,0
2026-08-13,1610,ＰハネモノファミリースタジアムＭＤ,ok,1,1,1,0
2026-08-13,538,ＰバイオハザードＲＥ２Ｌ９ＹＺ４,ok,1,1,1,0
2026-08-13,1609,ＰファインプレーＨ３,ok,1,1,1,0
2026-08-13,1630,ＰフィーバーうたわれるものＺ,ok,1,1,1,0
2026-08-13,1780,ＰフィーバーブルーロックＹ,ok,2,2,2,0
2026-08-13,127,Ｐフィーバー戦姫絶唱シンフォギア 黄金絶唱Ｎ,ok,1,1,1,0
2026-08-13,1005,Ｐフィーバー機動戦士ガンダムユニコーン２,ok,1,1,1,0
2026-08-13,562,Ｐフィーバー炎炎ノ消防隊ＹＲ,ok,1,1,1,0
2026-08-13,1343,Ｐラブ嬢３Ｌ２ＹＲ３,ok,1,1,1,0
2026-08-13,1227,Ｐルパン三世１４Ｌ０ＹＵ１,ok,1,1,1,0
2026-08-13,711,Ｐ中森明菜・歌姫伝説愛ＫＤ－ＮＳ,ok,1,1,1,0
2026-08-13,497,Ｐ北斗の拳強敵ＳＳＰＡ,ok,1,1,1,0
2026-08-13,97,Ｐ大海物語４スペシャルＳＣＡ,ok,1,1,1,0
2026-08-13,403,Ｐ大海物語５ＨＣＬ,ok,1,1,1,0
2026-08-13,1560,Ｐ大海物語５ＭＴＥ２,ok,6,6,6,0
2026-08-13,993,Ｐ弾球黙示録カイジ沼５Ｖ１Ｕ,ok,1,1,1,0
2026-08-13,730,Ｐ弾球黙示録カイジ沼５Ｖ２Ａ,ok,1,1,1,0
2026-08-13,1620,Ｐ戦国乙女７Ｈ０ＹＺ３,ok,2,2,2,0
2026-08-13,1469,Ｐ戦国乙女７Ｌ０ＹＵ１,ok,1,1,1,0
2026-08-13,1568,Ｐ戦国無双Ｎ,ok,1,1,1,0
2026-08-13,104,Ｐ新世紀エヴァンゲリオン１５ 未来への咆哮,ok,4,4,4,0
2026-08-13,452,Ｐ新世紀エヴァンゲリオン１５未来への咆哮Ｙ,ok,1,1,1,0
2026-08-13,1623,Ｐ沖ドキ！ＬＧ,ok,1,1,1,0
2026-08-13,1707,Ｐ織田信奈の野望全国版Ｖ４Ａ,ok,1,1,1,0
2026-08-13,845,Ｐ花の慶次~裂Ｎ２－ＶＣ,ok,1,1,1,0
2026-08-13,1423,Ｐ閃乱カグラＬＴＮ－ＦＳ,ok,1,1,1,0
2026-08-13,1631,Ｐ魔法少女まどか☆マギカ３ＬＭ３,ok,1,1,1,0
2026-08-13,1607,Ｐ魔法少女まどか☆マギカ３ＭＡＪ１,ok,1,1,1,0
2026-08-13,1431,Ｐ黄門ちゃま９ＡＤ２,ok,1,1,1,0
2026-08-13,1294,Ｐ／Ｒｅ：ゼロ鬼がかりｖｅｒ／Ａ０３,ok,1,1,1,0
2026-08-13,1632,Ｐ／Ｒｅ：ゼロ鬼がかりｖｅｒ／Ｌ０７,ok,1,1,1,0
2026-08-13,710,ＰＡわんわんセレブレーションＡＧＢＤ,ok,1,1,1,0
2026-08-13,1196,ＰＡアズールレーンＴＨＥ ＡＮＩＭＡＴＩＯＮ７９Ｖｅｒ,ok,1,1,1,0
2026-08-13,1195,ＰＡシン・エヴァンゲリオンＹ,ok,1,1,1,0
2026-08-13,1612,ＰＡスーパー海物語ＩＮ沖縄６ＲＢＤ,ok,3,3,3,0
2026-08-13,1356,ＰＡフィーバーからくりサーカス２ＹＦ,ok,1,1,1,0
2026-08-13,1567,ＰＡフィーバークィーンⅡＹＳ,ok,1,1,1,0
2026-08-13,495,ＰＡフィーバーパワフルＲ,ok,1,1,1,0
2026-08-13,1170,ＰＡフィーバー戦姫絶唱シンフォギア４ＡＲ,ok,1,1,1,0
2026-08-13,1430,ＰＡ乗物娘２Ｎ,ok,1,1,1,0
2026-08-13,102,ＰＡ大海物語５ＡＲＢＣ,ok,5,5,5,0
2026-08-13,904,ＰＡ大海物語５ＨＬＤ,ok,4,4,4,0
2026-08-13,1355,ＰＡ海物語極ジャパンＨＢＤ,ok,2,2,2,0
2026-08-13,1608,ＰＡ花の慶次~傾奇一転Ｎ,ok,1,1,1,0
2026-08-13,1359,ＰＡ野生の王国６Ｎ２,ok,1,1,1,0
2026-08-13,1341,ＰＡＣＹＢＯＲＧ００９Ｎ２－Ｋ,ok,1,1,1,0
2026-08-13,414,ＰＣＹＢＯＲＧ００９Ｓ３－Ｋ,ok,1,1,1,0
2026-08-13,1263,ＰＳＴＥＩＮＳ；ＧＡＴＥ０Ｎ３,ok,1,1,1,0
2026-08-13,1624,ｅ Ｒｅ：ゼロｓｅａｓｏｎ２Ｍ１３,ok,1,1,1,0
2026-08-13,1625,ｅとある科学の超電磁砲 ＬＴＲＳＹ,ok,1,1,1,0
2026-08-13,1705,ｅとある魔術の禁書目録 最狂ＲＲＡ,ok,2,2,2,0
2026-08-13,233,ｅぱちんこソードアート・オンラインＫ１２,ok,9,9,9,0
2026-08-13,1561,ｅひきこまり吸血姫の悶々ＦＨＶ,ok,5,5,5,0
2026-08-13,1742,ｅアクセル・ワールドＬＭ２,ok,1,1,1,0
2026-08-13,1565,ｅアズールレーンＴＨＥ ＡＮＩＭＡＴＩＯＮ２Ｋ６,ok,1,1,1,0
2026-08-13,1528,ｅエイティシックスＭＡＭ２,ok,1,1,1,0
2026-08-13,1739,ｅエデンズゼロＡＩＮ,ok,4,4,4,0
2026-08-13,1562,ｅカケグルイ~生か死か~ＬＴＴ－ＫＲ,ok,3,3,3,0
2026-08-13,1564,ｅギンパラＶＩＶＡＦＥＳＴＡＨＴＡ２,ok,1,1,1,0
2026-08-13,1737,ｅソードアート・オンライン アリシゼーションＹＫＪ１１,ok,10,10,10,0
